itemid,title,image_path,Colour_group,Brand,Benefits,Product_texture,Skin_type,lang,numbers,nouns,ocr_result
1026002515,foundation revlon 24 hours wear golden beige,beauty_image/91ccf959340cb5750f32fbebac54589d.jpg,6.0,47.0,11.0,,3.0,en,24.0/hour,foundation revlon,
1027670015,wetnwild megacushion spf 15,beauty_image/9672695af1bc0234ed7b2c981a331030.jpg,6.0,5.0,,,,en,15.0/dimensionless,unk,pw ll we wet a wild \p
1028232582,ready stok the balm nude dude eyeshadow palette,beauty_image/d73263e97178749480cdd89be98d4d5e.jpg,,127.0,32.0,0.0,3.0,en,unk,unk,nwube evesh hadow palette palette ombres a paupieres nue de © balm see ierecsien case feariens pawiess hieree t in mln u c n § x ¥ine t d a € © e nll aver nradunt for ewatrh
1035207062,wet n wild photo focus pressed powder,beauty_image/84fca24aeeaac0a983d4b08dc63a61ec.jpg,,5.0,,6.0,,en,unk,unk,wet 4 wild photofocus pressed powder ¥
1035933389,fair n pink dd cream,beauty_image/ee386d544b94c96f62badcf655b1767a.jpg,,158.0,37.0,8.0,,cy,unk,unk,
1038738685,ponds bb magic powder angel face original 100,beauty_image/7d53df4a07df5815f18b13aa2c0be60a.jpg,,29.0,,6.0,,en,100.0/dimensionless,powder angel,
1039704037,moreskin anti acne,beauty_image/ab85f7d2a9b5b69fa856140bcc468dbf.jpg,1.0,59.0,22.0,8.0,5.0,it,unk,unk,
1039999886,ristra face powder natural 02a,beauty_image/69d46764d348f1c9075276de7dd8be34.jpg,1.0,,,6.0,,it,2.0/ampere,face powder,l a g e 0 » m a hs ll natural 02 a
1040472650,compact powder implora 3in1 bedan dan foundation,beauty_image/eebe57abc13c8ba8dfa6c97c4933ec0a.jpg,,243.0,,6.0,,en,3.0/inch,powder implora,
1042860562,garnier sakura white pinkish radiance moisturizing cream murah,beauty_image/9fbe09d91fecf59646ee1ce8c357f812.jpg,6.0,83.0,22.0,8.0,,en,unk,unk,krim wajah gakura white o
1044005744,cream turbo 2 original,beauty_image/562338dbd92e69d010c1b5beea0000ab.jpg,,114.0,,8.0,,ro,2.0/dimensionless,unk,
1044047565,theraskin normal white,beauty_image/1be0decbb3d6778923c3be274e725928.jpg,,26.0,22.0,,4.0,en,unk,unk,
1045182079,langsung order april skin magic snow cushion 2 0 black new murah meriah,beauty_image/517a61b63fbc7f0ed4c1a0f7b7dea2cd.jpg,,,17.0,7.0,,en,2.0/dimensionless 0.0/dimensionless,langsung order april skin magic,
1045428402,the faceshop oil control water cushion refill,beauty_image/497be5d3734e4725208b95c59c6dbd76.jpg,5.0,,,7.0,,en,unk,unk,
1046568705,ms glow cantik skincare whitening series ultimate acne,beauty_image/9f306350d40a3c02b3004c1e9c1b8a2b.jpg,,67.0,,8.0,5.0,en,unk,unk,whitening series wajah putih merata dan lebih glowing
1047081054,ysl all hours liquid foundation,beauty_image/77a0ad47b63988b897edbe7186c60a06.jpg,6.0,155.0,,2.0,1.0,en,unk,unk,
1049901375,terbaru novo eyebrow cream wateproof,beauty_image/9146edbb4d4e72e2e62aa948016e6f46.jpg,,313.0,,8.0,,en,unk,unk,movo £ ald
1051453882,big sale theraskin lose powder acne kn,beauty_image/11ad719234864ae09a3a1e8948b2bff6.jpg,,26.0,,6.0,5.0,en,unk,unk,
1053259490,preloved maybelline clearsmooth all in one,beauty_image/ebfa67ad2ca53856014fbf725ec64c3f.jpg,,282.0,,6.0,,en,unk,unk,
1053351943,ponds bb magic powder,beauty_image/06f223cd70f4a4cfab649555d85901fe.jpg,3.0,29.0,,6.0,,en,unk,unk,
1053434013,innisfree no sebum mineral powder,beauty_image/801d9c858225ed09de0d3b19ada1dd27.jpg,,205.0,,6.0,,en,unk,unk,innisfree no lebum mineral powder with jeju natural mineral and notwral originated mint y wisi
1054233110,revlon age defying twoway powder foundation,beauty_image/2240d880ae1f8246281f0d1b9ce90fe1.jpg,1.0,47.0,,6.0,,en,unk,revlon age,p ace pefying soe am serie
1054904487,new item ysl top secrets cc cream color corrector primer spf35 pa 5ml rose diskon,beauty_image/b93239d19928e90131c977649354ba6c.jpg,3.0,155.0,20.0,8.0,,en,5.0/cubic centimetre,secrets cc cream color corrector primer spf35 pa,cc cname w » coftrecreur coot oureort correcteur couleur colour corrector spf 35 pave wessaintfaurent
1055020982,new chanel loose powder poudre universelle libre diskon,beauty_image/51306bc8976d1a792a5be82101d5d5d1.jpg,,212.0,,6.0,,fr,unk,powder poudre,chanel
1056391846,promo cream hn crystal emboss and hologram gold original murah,beauty_image/102dced93dd98b4305e9e2caeadf860b.jpg,,343.0,,8.0,,en,unk,promo cream hn hologram gold,
1057415733,baru drw skincare cream whitening flek,beauty_image/7e83a49dcbf3e9056d1aa44ac94afb09.jpg,6.0,,11.0,8.0,5.0,en,unk,unk,im whitening flek menceraltkan kulit secara enambah kekeryalan kulit mengurangi terjadinya kerutan
1061363227,15gr cream hn crystal embos original baru berkualitas,beauty_image/8e659afe44be63e99c6e918894c1b5ba.jpg,,343.0,,8.0,,en,15.0/dimensionless,cream hn,paket terdiri sabun or ‘ toner bor cream slang cream malam tas hn don pla
1061552280,jual ponds serum flawless white 30ml diskon,beauty_image/09e10c4a775f211fbb48acb9ebfa65ac.jpg,,29.0,22.0,8.0,,en,30.0/cubic centimetre,unk,
1061825645,catrice liquid camouflage concealer,beauty_image/ff288654dd7107b9a44baad652fa5b37.jpg,,56.0,,2.0,,fr,unk,unk,enmonso sevemos wom a i amori » 655055 sdhlbd ainein m unean annouse revees wow wy aer w® i30§ o amon m 655025 led ca i ricc
1062277363,bb cream wardah natural,beauty_image/e70c1c8c5c308a17f4ec02cd75038b2c.jpg,1.0,77.0,,8.0,,en,unk,bb cream,
1064044642,viva face powder reffil 20 g,beauty_image/29ba6a01cd33ebed625b04ae67eb7c44.jpg,1.0,43.0,,6.0,,en,20.0/gram,face powder,anugerah 4
1064695741,unik bedak implora limited,beauty_image/e2e72b27d4944c4196478a6851689dfb.jpg,,243.0,,6.0,,id,unk,bedak implora,
1068086827,cream cr black wajah 30gram,beauty_image/0ee8d3aeb103a387c80d8ec44864902b.jpg,,,17.0,8.0,,en,30.0/gram,cream cr,
1068709228,no 2 bb cream soybean milk spf 30 pa,beauty_image/18ccf590c1305120c2ae64cb68f71b6f.jpg,6.0,,,8.0,,en,2.0/dimensionless 30.0/pascal,bb cream soybean milk,jabu oar 00 asu sprso bars 1151 fis
1069135486,promo ms glow dan red jelly by cantik skincare original bpom,beauty_image/d2bd50d18eaf60a8e482883d19e91554.jpg,,67.0,29.0,,5.0,en,unk,promo ms,ms glow \ldgl ‘ for hlnn paket wajah red jelly o cebih banyak benefit membantu mencerahikan xulit membantu mengenyalkan xulit menjaga tlastisitas xubit \ » encangkan kulit p iqurangi noda hitam menjaga th xulit mefembabkan bibir
1070979332,emina cheeklit cream blush 10ml,beauty_image/980d728dabf2370eeb9b21aa3c4a6199.jpg,4.0,48.0,,8.0,,en,10.0/cubic centimetre,emina cheeklit cream blush,enina c \ lt ceeoam bush w ‘ no \ jpink f f l peach a “ i6 “ i ‘ g ‘ ﬂ
1071089347,eity eight liquid foundation spf pa30 by ver 88,beauty_image/6864f6075a70acd6bf0c54011409dc99.jpg,6.0,,,2.0,,en,8.0/dimensionless 88.0/dimensionless,liquid foundation spf pa30,sacfiu wsanulso made in korea ﬁg eityeight eityeight 21 light beige f uoveremomon whe me 23 natural beige
1072515252,bedak chusion aprilskin,beauty_image/357d8d5bef8ed80e7f87c2d2ee42fbc9.jpg,,240.0,,6.0,,sv,unk,unk,
1072556298,laneige bb cushion whitening swarovski 13 ivory,beauty_image/9267d30f679668f1a5499b30a4140db7.jpg,,375.0,,7.0,,en,13.0/dimensionless,bb cushion,
1073216417,tarte shape tape hydrating foundation 1 oz,beauty_image/9ba1b1c73fbac19cf9ab41df84c8116b.jpg,2.0,,,5.0,,en,1.0/ounce,shape tape hydrating foundation,
1074428623,best price nature republic aloe vera 92 soothing gel 100 original,beauty_image/40b7a82f274e574db268ef65d5c9d81b.jpg,,383.0,,5.0,,en,92.0/dimensionless 100.0/dimensionless,price nature aloe vera soothing gel,100 original
1076642381,cuci gudang skii clear beauty enamel radiant cream compact 1 gr terbaru,beauty_image/8317cf4c9a6cffea83ed11680a72aa8f.jpg,1.0,,24.0,8.0,,ro,1.0/dimensionless,cuci gudang beauty enamel cream compact,
1077614831,akme lakme abs reinv matt skin nat mousse 25g,beauty_image/03af719c9f5b6d14d80615b1352c0160.jpg,,68.0,,4.0,,af,25.0/gram,akme lakme abs reinv matt skin nat,
1078110235,ertos paket acne,beauty_image/88786389f063d412cdc27367e4c06824.jpg,,30.0,,8.0,5.0,hu,unk,unk,erto s skincare diformulasikan khusus dengan bahan anti acne untuk membersihkan kulit wajah yang berjerawat dari kotoran why acse why acn c toe kb a bu a t os why a ams why acne sam night treatmont day crean
1078412745,acne white,beauty_image/d2186b6e74baa3c23621fe88f534e176.jpg,,,22.0,8.0,5.0,en,unk,unk,
1080283820,ms glow radiance gold gel bright smooth booster,beauty_image/94c4bfacc054587da1ef1a5fbd787c15.jpg,,67.0,,5.0,,en,unk,ms glow radiance gold gel,
1080508166,cream white glow,beauty_image/347c48b0f29ac073c8f736b3b6a6b776.jpg,,,22.0,8.0,,en,unk,unk,
1080585616,ever white hi collagen powder drink dinkes no 2103402021747 19,beauty_image/0c8502487d002a846d3949cc84ea898d.jpg,,283.0,22.0,6.0,,en,2103402021747.0/dimensionless 19.0/dimensionless,hi collagen powder drink,gm g ones no new product hi collagen drink ‘ mow ste r ‘ cm 5 ‘ v menjadikan kult putih kenyal seperti kult bayit menjaga daya tahan tubuh mengeluaran racun detox cantik sehat dari dalam « esr auauryar eo00 prices
1081223817,new formula bedak wardah luminous face powder,beauty_image/3141edd54acdaf094c4caa41f62dedf3.jpg,,77.0,9.0,6.0,,en,unk,formula bedak,
1081582169,new formula mustika ratu bedak dwiguna,beauty_image/5733667c7151142f1cf21e2c40ea1a00.jpg,,323.0,,6.0,,id,unk,unk,
1085049041,turun harga sk ii sk2 skii atmosphere airy light uv emulsion cc cream,beauty_image/c098c23c18a05e811a489a5429761e28.jpg,3.0,,,8.0,,en,unk,turun harga sk ii sk2 skii,sli—ii original 100 ﬁxnur y sﬂwf new product ski uk 30 g ssssssssss uk real size
1086199305,hot item innisfree no sebum blur pact compact powder beauty makeup bedak padat,beauty_image/b720e022e67585f8ecba55b469bb445a.jpg,1.0,205.0,,6.0,6.0,en,unk,sebum blur pact,
1086581095,harga diskon sk ii sk2 skii cc auractivator spf 50 alas bedak mencerahkan,beauty_image/ea25b0469a05957cdf51b1473978ac4f.jpg,6.0,,9.0,6.0,,sv,50.0/dimensionless,harga diskon sk ii sk2 skii cc auractivator,ski feﬁce kosmetik 100 original product atmosphere cc cream spf 50 pa
1086901724,bedak marcks 40 gram penghilang jerawat original,beauty_image/4ea94315ee0ee5c537a686b6e679dbef.jpg,,165.0,,6.0,,id,40.0/gram,bedak marcks gram penghilang jerawat,
1090357812,rainbow fruitamin spa exfoliating gel by syb original,beauty_image/2f8884a565b46ec76bc11d6b4ef2272b.jpg,,365.0,,5.0,0.0,en,unk,rainbow fruitamin spa exfoliating gel,
1098915647,tony moly cats wink clear pact,beauty_image/3f09e585ef5126405b0a2e034482862f.jpg,,276.0,24.0,,,en,unk,moly cats,
1099548793,new pixy stick foundation,beauty_image/15d0d03139631a5088945baa8294ed9f.jpg,,173.0,,1.0,0.0,en,unk,unk,i deamour cosmetic a
1101215415,termurah bedak cussons baby powder 75 gr pilih warna kf 114,beauty_image/c47bdbc35175d13c456f1ebc6e4912a8.jpg,,,9.0,6.0,,id,75.0/dimensionless 114.0/dimensionless,termurah bedak cussons baby powder gr pilih,code kf 114 cussons fl of qt keeps tail tg « lias i j 3 ii \p ussons cussans baby baby can er powder sot smoot b keep baby s skin soft smooth x chile \
1101399799,complete care cream whitening ertos,beauty_image/6c73e561a667a95a3ad4e91de263404b.jpg,,30.0,,8.0,,en,unk,unk,
1102811619,terlaris shiseido sheer and perfect foundation with spf 15,beauty_image/fdd32d6cf096f9e00ea9331cd5954055.jpg,6.0,,,,,en,15.0/dimensionless,terlaris shiseido sheer,
1104335857,safi white expert cc cream spf24pa,beauty_image/3811f3faae70de9f34f7666c31164c9c.jpg,3.0,222.0,22.0,8.0,6.0,en,unk,unk,” v cosmetic shopping white expert cc cream spf24pa 20gr
1107166288,limited edition avoskin acne series termurah promo ramadhan,beauty_image/f310bc4132bf0f9ead3ba6bb62c00b74.jpg,,21.0,17.0,8.0,5.0,en,unk,unk,
1107887140,sale cosrx mela14 white ampule murah promo ramadhan,beauty_image/4dc8c85d4aa83efe465a9db868d2de80.jpg,,360.0,22.0,,1.0,id,unk,sale cosrx,
1108065542,harga special kak bedak tabur revlon touch glow extra moisturizing face powder 24gr,beauty_image/e424fae27aa5ae310e44a38dbca3b179.jpg,1.0,47.0,,6.0,,en,24.0/dimensionless,kak bedak tabur revlon touch moisturizing face powder,u tg y j y ehh aa ha re rara o o o p a00 be deans 000000000408 ooo bab ene bn bnt gun 008 lad uu 4946000000934 em 494 40000000444 \ 4 4 64 0 0 440 sowsosvs 0 0 0 0 000 w 0 000 00 00 ooo hd
1108121605,harga special kak bb glow crystal cream whitening,beauty_image/89b99a2c2bfcd7d452098e513a6dea36.jpg,4.0,343.0,9.0,8.0,,en,unk,kak bb,u lea ad xh ra ” ma wklui mum h
1108151667,harga special kak etudehouse etude house zero sebum drying powder new,beauty_image/5291d353257bd222af88db9266ecacf3.jpg,,73.0,,6.0,,nl,0.0/dimensionless,unk,
1108759505,beauty sulwhasoo time treasure renovating cream ex 8 ml,beauty_image/82d0ede60a98d730d3a7c207f8f26cf9.jpg,,317.0,29.0,8.0,7.0,en,8.0/cubic centimetre,beauty sulwhasoo time treasure renovating cream,
1108835009,the balm cosmetics mary lou manizer,beauty_image/89fe4cc977cc02bc89ce81b3c30a38aa.jpg,,127.0,,0.0,4.0,en,unk,balm cosmetics,
1110333335,unik renew you anti aging wardah paket murah,beauty_image/5517ad576d23e36c7b8a983a805e5ba4.jpg,,77.0,,8.0,7.0,id,unk,unk,
1110368502,dijual pratista bb cream murah,beauty_image/b9ca1b9ffcdd290bb66b240a1f2e9777.jpg,,103.0,,8.0,,id,unk,unk,
1110884729,harga special kakak sk ii atmosphere airy light uv emulsion cc cream 1 sachet,beauty_image/2d965ddb1547177822498de23d87420d.jpg,3.0,,29.0,8.0,,en,1.0/dimensionless,kakak sk ii emulsion cc cream,mini sample size
1112738003,update maybelline super bb cushion paling murah promo ramadhan,beauty_image/72198d94403e2b1e0d678c25c4dd2f8d.jpg,,282.0,9.0,7.0,,id,unk,maybelline super bb cushion,may b ec l ne new y o rk 03 natural super bb cushion spf29 pa
1114793528,chamos acaci snail energixzing bb cfdeam spf 45,beauty_image/c2a3d9971401950db044c54e6249e6d1.jpg,6.0,,,,,en,45.0/dimensionless,energixzing bb cfdeam,n ahram acaci
1116207447,etude house precious mineral compact spf 30 pa,beauty_image/0a28268b64a1624f7c16c459bf130d69.jpg,6.0,73.0,,6.0,,fr,30.0/pascal,etude house,
1116991129,wardah white secret exfoliating scrub 50 ml new,beauty_image/d100aa9e3b64c048cb67554dfcc41275.jpg,,77.0,22.0,5.0,,en,50.0/cubic centimetre,unk,wardah white secret ®xfoliating scrub mance uite pectic syston tomates stin regenention scomi dead sin clextate® mata aa albsanced fouls
1118421338,super sale murah big promo cuci gudang harga grosir two way cake wardah light feel bedak,beauty_image/d078d4fdc8e2d053c3cf9098b006420a.jpg,3.0,77.0,,6.0,3.0,id,2.0/dimensionless,sale murah promo cuci gudang harga way cake wardah,wardah hal ins piring beauty 01 light beige light feel lightening two way cake light feel
1119236102,promo etude house baking powder bb deep cleansing foam 30ml berkualitas,beauty_image/3eee46a98c77bb6c12b70c173fc27a46.jpg,,73.0,,6.0,,en,30.0/cubic centimetre,etude house baking powder bb cleansing foam,
1120100231,skinfood buckwheat loose powder,beauty_image/59b2cfebae830ddf12b32b2765de9ae2.jpg,,247.0,,6.0,,en,unk,skinfood buckwheat,loosr powder
1120122966,new make over perfect cover two way cake makeover powder,beauty_image/de0ca560571e9809105d7bbdf9eb7554.jpg,1.0,146.0,,6.0,,en,2.0/dimensionless,unk,600 08 honey 02 coral © woke o 07 espresso 03 maple 06 cappuccino q 04 desert 05 cinnamon
1120789467,mineral botanica two way cake foundation,beauty_image/773bc7809c39710d5cadae5423abdd6d.jpg,,195.0,9.0,6.0,,en,2.0/dimensionless,unk,sumatra salon suppiter smet ie
1122986762,wardah aloe hydramild multifunction gel 100 ml,beauty_image/5691e0d1dedab03cb19e4c023fa854f9.jpg,,77.0,,5.0,,cy,100.0/cubic centimetre,wardah aloe,
1123446596,harga special kakak catrice camouflage cream corrector,beauty_image/77b168a04216308fc47675fb509a1453.jpg,,56.0,,8.0,,en,unk,unk,neutralise shadows under the eyes dark sh shadows under or around the eyes are noutrised with the yellow camoutlage cream ant shadow cover redness red areas of skin are neutraised with he groon camou cream ant nea create a fresh radiant complexion dark greyish ve shadows on the mer comers of the eyes as wel as ireguarties ofthe sin tone can be balanced out with he pink gamoutiage gream wake up effect
1124104794,wardah everyday luminous face powder 30gr,beauty_image/f505bf8e245f9bf1c11211b616c22453.jpg,,77.0,9.0,6.0,,en,30.0/dimensionless,face powder,r nmin besa
1126447147,diskon besar kakak bedak temulawak two way cake v natural bpom yellowbeige,beauty_image/d0c94e301ceaa538b1d11156a7ad23fc.jpg,1.0,4.0,,6.0,,id,2.0/dimensionless,diskon besar kakak bedak,
1126527637,diskon besar kakak viva bedak zak refill 25gr,beauty_image/153a5c0a270171913f94b23312b7aa3b.jpg,1.0,43.0,9.0,6.0,,tr,25.0/dimensionless,diskon besar kakak bedak zak refill,face powder § 4 satin smooth ‘ llﬂ intsk bone
1126611506,pond s instabright tone up milk cream ponds white beauty insta bright,beauty_image/99f574595a20f6f3b027c4cb757d1df5.jpg,,29.0,22.0,8.0,,en,unk,pond s milk cream beauty insta,
1126671103,cream spg strong super putih glow l.a skin care,beauty_image/27b1599ed4f431cba7fd5432dd87b419.jpg,,,22.0,8.0,,en,unk,cream spg,
1130897349,cushion bioaqua b.b,beauty_image/de32eb08d7b2b3c0e9ecb1b0a3cdfddd.jpg,,199.0,,7.0,,ca,unk,unk,bioaqua i0 i8 bo b03 natural ivory light beige 1 15g 159 refill
1131985995,wardah c defense dd cream,beauty_image/7f222a399c3e4fb8a615a8d8bdb960ac.jpg,,77.0,,8.0,,cy,unk,unk,
1132339250,original concealer inez correcting cream warna lengkap,beauty_image/b003a9a575bd4cffdf98a41c3db83f70.jpg,3.0,109.0,9.0,8.0,,en,unk,unk,terdsi3pthanwama on ighe on nedum ox via
1133211814,moreskin anti acne,beauty_image/2b94ed798a5f0d2e78d78324dbedb6c8.jpg,1.0,59.0,22.0,8.0,5.0,en,unk,unk,
1134113462,produk baru maybelline clear smooth all in one two way cake new,beauty_image/2d4718dfad5f86ea3513d1b031acaa0b.jpg,,282.0,24.0,6.0,,en,2.0/dimensionless,unk,clearsmooth
1137167426,terbaru max factor miracle match foundation 50 natural make up wajah termurah,beauty_image/2b4ec7b797afd70d2ef76754032717ee.jpg,1.0,,,,,id,50.0/dimensionless,terbaru max factor miracle match foundation,30 porcelain 33 crystal beige 33 pearl beige 40 light ivory 45 warm almond 47 nude 50 natural 55 beige 60 sand 65 rose beige 75 golden 77 soft honey 80 bronze 85 caramel
1137648135,terlaris kakak original alas bedak wardah exclusive creamy foundation,beauty_image/dcd590988925691da56f88147d733d0c.jpg,,77.0,,6.0,,en,unk,unk,
1137730834,terlaris kakak bless acne liquid foundation 125 ml,beauty_image/6a0b985ea2610214408810ffcd793f42.jpg,,,,2.0,5.0,en,125.0/cubic centimetre,terlaris kakak bless,bless acne liquid foundation iy skin
1138072042,the saem saemmul a.c control bb spf30 pa,beauty_image/5315d53a6e7828368840911871414191.jpg,,101.0,,8.0,,en,unk,unk,
1139219763,royal jelly radiance foundation broad spectrum spf 20,beauty_image/c460dac795a480655553bde8fd09d4d3.jpg,6.0,161.0,,6.0,,en,20.0/dimensionless,radiance foundation,royal jelly radiance foundation broad spectrum spf 20 nude l4 10 16514 rp207 000 00
1140769745,preloved bioaqua blush on cushion smooth muscle flawless,beauty_image/d911213e603db9a77afa4f45354fab56.jpg,3.0,199.0,,7.0,,en,unk,unk,px uart
1141593763,moreskin anti acne,beauty_image/8cbcaf99ceca9355df404bf105b6e30d.jpg,,59.0,22.0,8.0,5.0,it,unk,unk,erhsoli tas
1145339660,flormar hd sculpting powder contour highlighter,beauty_image/174716629ceafe7dcea56b7610ffa494.jpg,1.0,208.0,,6.0,,en,unk,unk,i medhﬁn hds
1149412657,nars multiple stick in copacabana,beauty_image/38ea39fd85c5bbb2904ce2a7a55f58db.jpg,,162.0,,1.0,,ro,unk,unk,hkd
1150167221,maybelline master strobing cream,beauty_image/41ef94a0b1d952b7198140e3a56f18cc.jpg,,282.0,,8.0,,en,unk,unk,available in achieve an all over subtle sheen that illuminates face in s® 1 apply on high points of the face s® 2 blend with fingers
1153258336,bioaqua activated carbon black mask,beauty_image/65bdca56df4e7018da8eb48d4b7aec27.jpg,,199.0,17.0,8.0,,en,unk,activated carbon,bamboo charcoal ﬂ zy wane thase mermenie warer charcoal nourish swooth embetuish
1153395457,inez refill precious powdery cake,beauty_image/87c2d8ed839d59023407ee60eadd224a.jpg,,109.0,17.0,6.0,,en,unk,inez refill,
1153949551,cuci gudang pulvus hydro active pressed powder lightening natural bedak padat,beauty_image/2633317b340fb5328cd6f281e9aecfc5.jpg,1.0,,,6.0,,en,unk,cuci gudang pulvus,
1154082693,stok terbatas pulvus hydro active pressed powder sebum control natural bedak padat,beauty_image/246a1e717cd4d6a9bfccdd6ada71bfe7.jpg,1.0,,,6.0,,en,unk,stok terbatas pressed powder sebum control,
1154735916,promo fanbo hoitong powder bedak,beauty_image/615c1e3dc146df60442615f4532aebaa.jpg,,326.0,,6.0,,en,unk,promo fanbo,jelitajelita com cosmetics store
1155462378,terlaris original 100 rimmel natural bronzer termurah promo ramadhan,beauty_image/9984872c8478b9ae324084d2279b6453.jpg,1.0,,,6.0,,id,100.0/dimensionless,unk,e1 konoon warereroof is e 3 4pr veer
1155514142,harga heboh city color contour correct cream pallete paling murah promo ramadhan,beauty_image/4bdb53e2a2ada4d663376cc7ea6540c4.jpg,,190.0,,8.0,,en,unk,heboh city color contour correct cream pallete,©rionnakerp 3 ®city coron contour correct cream palette boss § t3 idr 125 000
1155812142,bedak marcks venus two way cake,beauty_image/de96ac8d17f03063d02cec987cd1dcf8.jpg,,165.0,,6.0,0.0,en,2.0/dimensionless,bedak marcks,
1155917711,new cream sp strong 6pcs salep acne dan oxy jelly aman untuk busui,beauty_image/07691ece3c1b0274ec969f3b1999cc97.jpg,,,22.0,8.0,5.0,en,6.0/dimensionless,cream sp salep acne dan,
1155954127,promo mamonde brightening cover cushion spf 50 pa,beauty_image/0a7dde0ee3657d08b330f02804e1e9dd.jpg,6.0,221.0,,7.0,,en,50.0/pascal,promo mamonde,
1159256488,inez concealing stick,beauty_image/0667b8851340cb2995e7a5e81ed0930a.jpg,3.0,109.0,,1.0,,en,unk,unk,
1159531313,missha magic cushion cover lasting moist up,beauty_image/cb0ccb188c6589dcf902470b679fb51d.jpg,,91.0,,7.0,,en,unk,cushion cover lasting moist,
1159577920,super murah new termurah biokos derma bright intensive brightening day cream spf 25,beauty_image/85fbe2fc8cc66e6fd5eb6850e6cac88d.jpg,6.0,,,8.0,,en,25.0/dimensionless,termurah biokos derma brightening day cream spf,biokos ma rth a tila ar laboratoires mt france i biokos martha tilaar
1164277113,ysl top secrets cc cream color corrector primer spf35 pa 5ml rose very high quality,beauty_image/17913e28b2df6be6eaa26563f10dec82.jpg,3.0,155.0,20.0,8.0,,en,5.0/cubic centimetre,secrets cc cream color corrector primer spf35 pa,foe ae cortrecreur codtiur oumeontt 9 0 m cc creme correcteur couteur colour corrector spf 35 pave wessaintfaurent
1164384716,nyx stay matte but not flat liquid foundation shade 03 natural new,beauty_image/c6cf79f8f4bf5c8c879201250cb6cd73.jpg,1.0,157.0,,2.0,,en,3.0/dimensionless,stay matte liquid foundation,
1166355998,bestseller cream hns crystal 25gr bpom emboss atas dan bawah,beauty_image/50ae0a12659f3c7a8813c4523a68ef2a.jpg,3.0,343.0,,8.0,7.0,en,25.0/dimensionless,bestseller cream hns,ratu grosir kegantikah fans rystal nry
1170390917,bioaqua krim siput pelembab wajah,beauty_image/39d87413c383b857228737d08b9da1be.jpg,,199.0,,8.0,,id,unk,unk,
1171103864,colourpop butterfly collection pressed powder face duo just dew it,beauty_image/50e8c96e67a55335c9c925cbce714140.jpg,,19.0,12.0,6.0,,en,unk,colourpop butterfly collection pressed powder face duo,
1176579615,jafra hydrating day moisture,beauty_image/4ab566e51d09bdcf1fff8cb9ff6d696c.jpg,2.0,161.0,,,0.0,id,unk,unk,
1177219959,laneige clear c peeling mask 70ml,beauty_image/9d626f7a001c5185c96751828348a4b0.jpg,,375.0,24.0,,,en,70.0/cubic centimetre,c peeling mask,
1177526709,original usa maybelline fit me loose powder ready stock,beauty_image/28b15d5469dfadbb7ff38293dcc74c9a.jpg,,282.0,,6.0,,en,unk,maybelline fit,
1179162748,babybear women girls cosmetic makeup set eyelash cream eyeliner combination kit,beauty_image/fb27c8a52216d1bc2c85add347582ff6.jpg,,,,8.0,3.0,en,unk,women girls,
1181355864,terbaik mabuk organik masker bubuk 100 natural home made mask green tea,beauty_image/5de7a487683e8f3dad05348e3034e71e.jpg,1.0,4.0,7.0,,,id,100.0/dimensionless,terbaik mabuk home made mask,mabuk organik chocolate green tea 1h \ y jeli rojeli ro com cosmetics store
1181530958,terbaru masami shouko professional angled eyeshadow brush pink,beauty_image/080ea30edd53224ab6ded3dd1cbfd3f7.jpg,,121.0,37.0,,,en,unk,terbaru masami,
1185352137,facial wash why acne ertos,beauty_image/47c2ba5a7f6ef4807d3b3e182ef30c10.jpg,,30.0,,,5.0,en,unk,unk,
1186773862,innisfree powder no sebum mineral minera,beauty_image/f7c1ec148093a17e0547f9b015c6a599.jpg,,205.0,9.0,6.0,6.0,no,unk,unk,sk ad
1187923438,olay total effects cc cream 50 ml medium to dark,beauty_image/5afc70625400b986c92ce0dfd6dad037.jpg,,41.0,,8.0,,en,50.0/cubic centimetre,effects cc cream ml medium,i cream gomblexion corrector homnre « cone m ican is gan h
1188087599,smashbox photo finish foundation primer light travel size,beauty_image/345d29265c331aeb0f975cd40c2f8ade.jpg,3.0,,,,,en,unk,smashbox photo,smashbox photo finish emtien rent uset ouree s
1189206456,ponds magic powder,beauty_image/7fb371b28cc2622ecfbee95aebbb4461.jpg,3.0,29.0,,6.0,,en,unk,unk,
1190294673,best item the balm down boy blush on original,beauty_image/1f40f5b9739cfad220bb04e0270cbeea.jpg,3.0,127.0,,0.0,,en,unk,boy blush,so many men so little time sdua ap nad 1s stow samou p dnooneag ﬂow v 7 balm
1191136734,hot deal lancome my parisian blush colored cheeck cream rose haussmann 3gram original,beauty_image/cea6d097c9f21a7aaa78ce6acca4722e.jpg,3.0,366.0,20.0,8.0,4.0,en,3.0/gram,blush colored cheeck cream,
1192451454,kecantikan mengkilap 15 warna metallic glitter shinning mata makeup palette shimmer tahan lama,beauty_image/18d3c169e730b84f057dfe47e505b009.jpg,4.0,,9.0,,,id,15.0/dimensionless,unk,beauty glazed
1192844608,kiehls breakout control acne treatment facial lotion 5ml trial travel terlaris,beauty_image/dff4a8c6aa1ca0ad7d81bcac9f9138bc.jpg,3.0,333.0,,,5.0,en,5.0/cubic centimetre,kiehls breakout control,
